,Uniprot,Ensembl,GeneID
19003,Q04727,ENSG00000106829,7091
19004,Q08117,ENSG00000104964,166
19005,Q9H808,ENSG00000104953,79816
19006,Q9UKI8,ENSG00000198586,9874
19007,Q86UE8,ENSG00000146872,11011
19008,O43897,ENSG00000038295,7092
19009,Q9Y6L7,ENSG00000095587,7093
19010,Q9Y490,ENSG00000137076,7094
19011,Q9Y4G6,ENSG00000171914,83660
19012,Q9BXR5,ENSG00000174123,81793
19013,Q15399,ENSG00000174125,7096
19014,O60603,ENSG00000137462,7097
19015,O15455,ENSG00000164342,7098
19016,O00206,ENSG00000136869,7099
19017,O60602,ENSG00000187554,7100
19018,Q9Y2C9,ENSG00000174130,10333
19019,Q9NYK1,ENSG00000196664,51284
19020,Q9NR97,ENSG00000101916,51311
19021,Q9NR96,ENSG00000239732,54106
19022,Q9H1K6,ENSG00000140406,59274
19023,Q9NZ63,ENSG00000136819,51759
19024,P31314,ENSG00000107807,3195
19025,O43763,ENSG00000115297,3196
19026,O43711,ENSG00000164438,30012
19027,Q9NV29,ENSG00000166292,55273
19028,Q96IK0,ENSG00000091947,84336
19029,Q8N9M5,ENSG00000181284,284114
19030,Q8N9M5,ENSG00000284228,284114
19031,Q8NE00,ENSG00000109066,54868
19032,Q6UX40,ENSG00000179029,84314
19033,Q6UXF1,ENSG00000144868,66000
19034,Q9BVC6,ENSG00000110108,79073
19035,Q8TBZ6,ENSG00000145331,93587
19036,Q6PF06,ENSG00000165275,158234
19037,Q7L0Y3,ENSG00000174173,54931
19038,B3SHH9,ENSG00000232258,283953
19039,Q12893,ENSG00000126062,11070
19040,Q8NCL8,ENSG00000198270,89894
19041,Q9H0C3,ENSG00000139173,84216
19042,Q4V9L6,ENSG00000183160,338773
19043,Q6ZMR5,ENSG00000187054,339967
19044,Q86T26,ENSG00000185873,132724
19045,O60235,ENSG00000153802,9407
19046,Q9UL52,ENSG00000087128,28983
19047,Q6ZWK6,ENSG00000198092,389208
19048,Q9BTD3,ENSG00000184986,80757
19049,Q96AQ2,ENSG00000179178,128218
19050,O75204,ENSG00000135956,55654
19051,Q5BJH2,ENSG00000132406,85013
19052,A0AVI4,ENSG00000168936,92305
19053,Q8N3G9,ENSG00000166448,222865
19054,Q92545,ENSG00000075568,23505
19055,Q9H6X4,ENSG00000172663,80194
19056,Q86UB9,ENSG00000166575,65084
19057,Q9NPI0,ENSG00000149483,51524
19058,Q8IV31,ENSG00000178826,135932
19059,Q9NV12,ENSG00000146859,55281
19060,Q96I45,ENSG00000244187,85014
19061,Q96AN5,ENSG00000161558,55260
19062,Q7Z5S9,ENSG00000164124,55314
19063,Q8NBT3,ENSG00000167619,284339
19064,Q9BVK8,ENSG00000105677,10430
19065,Q9Y6G1,ENSG00000096092,28978
19066,Q9NUH8,ENSG00000137210,81853
19067,Q9P0S9,ENSG00000111843,51522
19068,Q9P0S9,ENSG00000284936,51522
19069,Q6P9G4,ENSG00000170006,201799
19070,Q8N614,ENSG00000121895,80008
19071,Q8WZ71,ENSG00000249992,25907
19072,Q9NX00,ENSG00000130748,54958
19073,Q8TC26,ENSG00000152128,81615
19074,Q5U3C3,ENSG00000157600,84187
19075,Q9HC07,ENSG00000134851,55858
19076,Q9H0V1,ENSG00000146802,64418
19077,Q96HH4,ENSG00000163449,92691
19078,Q8WVE6,ENSG00000157111,134285
19079,Q8WUU8,ENSG00000164325,134288
19080,Q9BSA9,ENSG00000127419,84286
19081,Q53S58,ENSG00000144120,80775
19082,Q9P2C4,ENSG00000146433,57583
19083,Q6ZP80,ENSG00000170417,130827
19084,Q96B77,ENSG00000184857,25880
19085,Q14656,ENSG00000177854,8269
19086,Q8WZ59,ENSG00000160472,147744
19087,Q8IY95,ENSG00000170088,201931
19088,Q5HYL7,ENSG00000173452,256130
19089,Q66K66,ENSG00000188760,130612
19090,Q8N511,ENSG00000244045,147007
19091,O75674,ENSG00000141198,10040
19092,Q6ZVM7,ENSG00000175662,146691
19093,Q5SNT2,ENSG00000188807,199953
19094,A6NGA9,ENSG00000187806,338949
19095,Q969S6,ENSG00000187713,94107
19096,Q9BSN7,ENSG00000131634,79652
19097,Q6UW68,ENSG00000105518,374882
19098,Q6UWW9,ENSG00000198398,131920
19099,Q9BTX3,ENSG00000168701,29100
19100,Q96SK2,ENSG00000146842,84928
19101,A6NLX4,ENSG00000185863,100505993
19102,A6NML5,ENSG00000186329,389177
19103,A2RRL7,ENSG00000214128,155006
19104,Q6NUQ4,ENSG00000119777,54867
19105,Q68D42,ENSG00000188133,401498
19106,Q9P0N5,ENSG00000187049,51259
19107,Q8N7C4,ENSG00000172738,221468
19108,A2RU14,ENSG00000150433,219854
19109,Q86XT9,ENSG00000149932,124446
19110,Q6QAJ8,ENSG00000187824,388335
19111,A6NGB7,ENSG00000188051,100130519
19112,Q9H0R3,ENSG00000186501,84065
19113,A0PJW6,ENSG00000168569,79064
19114,Q6GV28,ENSG00000204300,338661
19115,Q96A57,ENSG00000089063,29058
19116,Q9H6L2,ENSG00000205084,79583
19117,C9JQI7,ENSG00000186952,642987
19118,B4DJY2,ENSG00000224982,387890
19119,Q8WY98,ENSG00000160055,56063
19120,A6NFC5,ENSG00000204278,283999
19121,Q5W0B7,ENSG00000148483,653567
19122,Q96Q45,ENSG00000155755,65062
19123,C9JI98,ENSG00000233493,388564
19124,Q8WW34,ENSG00000198326,100288797
19125,Q5SV17,ENSG00000205090,339453
19126,Q24JQ0,ENSG00000134490,85019
19127,Q9NWH2,ENSG00000215712,729515
19128,Q9BU79,ENSG00000135185,79161
19129,Q5VVB8,ENSG00000203756,253582
19130,Q9H330,ENSG00000106771,23731
19131,A6NEH6,ENSG00000284701,388946
19132,Q9NWD8,ENSG00000106609,55069
19133,Q2WGJ8,ENSG00000261587,340393
19134,Q2WGJ8,ENSG00000285272,340393
19135,H0YL14,ENSG00000238227,90120
19136,Q8N6I4,ENSG00000153485,26175
19137,Q8N6I4,ENSG00000275947,26175
19138,Q8N6L7,ENSG00000181778,169693
19139,P0C7T8,ENSG00000232070,643382
19140,Q8TBM7,ENSG00000133678,80195
19141,Q8N2U0,ENSG00000205544,254863
19142,Q8N2U0,ENSG00000283771,254863
19143,P61165,ENSG00000134825,746
19144,Q9NX78,ENSG00000070269,54916
19145,E9PQX1,ENSG00000187066,100130348
19146,Q8WUH6,ENSG00000151135,90488
19147,A0A087WTH1,ENSG00000281991,100862671
19148,Q2M3C6,ENSG00000169758,123591
19149,Q0VDI3,ENSG00000151881,64417
19150,Q5VZI3,ENSG00000157693,203197
19151,Q6UE05,ENSG00000175877,135886
19152,Q5T292,ENSG00000204161,170371
19153,Q9BX74,ENSG00000162604,83941
19154,Q9BX73,ENSG00000169490,83877
19155,Q9BRN9,ENSG00000184277,80213
19156,Q8NCS4,ENSG00000243749,100506144
19157,Q9H6F2,ENSG00000072954,79041
19158,Q9NVV0,ENSG00000095209,55151
19159,Q9NV64,ENSG00000176142,55254
19160,Q9GZU3,ENSG00000121775,55116
19161,Q969M1,ENSG00000158882,84134
19162,Q96HV5,ENSG00000163900,90407
19163,Q5BJD5,ENSG00000166471,440026
19164,Q9NWC5,ENSG00000181458,55076
19165,Q96B21,ENSG00000151715,120224
19166,O95807,ENSG00000183726,23585
19167,P56557,ENSG00000142188,757
19168,P56557,ENSG00000263160,757
19169,Q4KMG9,ENSG00000165685,120939
19170,Q9UK28,ENSG00000105696,25789
19171,Q9BZW5,ENSG00000136404,53346
19172,Q9BZW4,ENSG00000213996,53345
19173,Q9NUR3,ENSG00000125895,55321
19174,Q9NS93,ENSG00000064115,51768
19175,Q8N2M4,ENSG00000151117,144110
19176,Q8N661,ENSG00000180089,255043
19177,Q8NBN3,ENSG00000103978,25963
19178,Q96K49,ENSG00000153214,84910
19179,A6NKF7,ENSG00000205116,643965
19180,O15321,ENSG00000100926,10548
19181,O15321,ENSG00000285465,10548
19182,Q99805,ENSG00000125304,9375
19183,Q9HD45,ENSG00000077147,56889
19184,Q92544,ENSG00000101337,9777
19185,Q96EY4,ENSG00000198498,55319
19186,Q9Y2S6,ENSG00000232112,51372
19187,Q8TDI8,ENSG00000165091,117531
19188,Q8TDI7,ENSG00000149488,117532
19189,Q7Z5M5,ENSG00000188869,342125
19190,Q7Z404,ENSG00000273722,147798
19191,Q8N6Q1,ENSG00000166069,145942
19192,Q6UXY8,ENSG00000103534,79838
19193,Q7Z403,ENSG00000141524,11322
19194,Q7Z402,ENSG00000170537,79905
19195,Q8IU68,ENSG00000167895,147138
19196,O94876,ENSG00000172765,23023
19197,O75069,ENSG00000133069,9911
19198,Q9ULS5,ENSG00000057704,57458
19199,Q9UM00,ENSG00000143183,54499
19200,Q7Z6W1,ENSG00000188800,127391
19201,Q6UWJ1,ENSG00000150403,55002
19202,Q5TGY1,ENSG00000162542,255104
19203,Q96DC7,ENSG00000113119,55374
19204,Q13445,ENSG00000099203,11018
19205,Q15363,ENSG00000086598,10959
19206,Q9Y3Q3,ENSG00000166557,23423
19207,Q7Z7H5,ENSG00000158604,222068
19208,Q9Y3A6,ENSG00000117500,50999
19209,Q8WW62,ENSG00000157315,146456
19210,Q9Y3B3,ENSG00000134970,100302736
19211,Q9Y3B3,ENSG00000134970,51014
19212,Q6PL24,ENSG00000100580,283578
19213,Q9BVK6,ENSG00000184840,54732
19214,P49755,ENSG00000170348,10972
19215,Q9P0T7,ENSG00000116857,252839
19216,P82094,ENSG00000144747,7110
19217,O14668,ENSG00000130962,5638
19218,O14669,ENSG00000126460,5639
19219,Q9BZD7,ENSG00000130032,79057
19220,Q9BZD6,ENSG00000135378,79056
19221,Q8NEW7,ENSG00000181585,259236
19222,Q6UXZ0,ENSG00000182271,388364
19223,Q96BF3,ENSG00000167664,126259
19224,P0DMS9,ENSG00000121933,57413
19225,Q9NVH6,ENSG00000185973,55217
19226,P17152,ENSG00000178307,8834
19227,Q86X19,ENSG00000186889,200728
19228,Q96B42,ENSG00000151353,129787
19229,Q96HH6,ENSG00000139291,55266
19230,Q86YD3,ENSG00000149582,84866
19231,Q6ZUK4,ENSG00000196932,219623
19232,Q5JXX7,ENSG00000179363,203562
19233,P57088,ENSG00000109133,55161
19234,Q8WWA1,ENSG00000088726,55287
19235,Q69YG0,ENSG00000169964,131616
19236,Q69YG0,ENSG00000280516,131616
19237,Q9BTV4,ENSG00000170876,79188
19238,Q2T9K0,ENSG00000145014,93109
19239,Q9BQJ4,ENSG00000147027,83604
19240,Q9NW97,ENSG00000171729,55092
19241,Q8NDY8,ENSG00000178821,339456
19242,Q6P2H8,ENSG00000126106,79639
19243,Q969K7,ENSG00000121900,113452
19244,Q9BXS4,ENSG00000116209,9528
19245,Q9H2L4,ENSG00000135211,85025
19246,Q8N0U2,ENSG00000143001,199964
19247,Q0P6H9,ENSG00000137842,80021
19248,Q6YI46,ENSG00000180694,169200
19249,Q6PI78,ENSG00000164983,157378
19250,Q96MH6,ENSG00000167904,137695
19251,Q5SWH9,ENSG00000159596,51249
19252,Q9BUB7,ENSG00000175606,54968
19253,Q6P5X7,ENSG00000165071,137835
19254,A0PK05,ENSG00000187783,643236
19255,Q96NL1,ENSG00000164841,157753
19256,Q9BSE2,ENSG00000163472,84283
19257,Q96HE8,ENSG00000177042,283232
19258,Q6P7N7,ENSG00000174529,388730
19259,A0PJX8,ENSG00000162460,388595
19260,Q6PEY1,ENSG00000167874,92162
19261,A2RUT3,ENSG00000183396,440955
19262,A6NDV4,ENSG00000137103,51754
19263,Q6ZNR0,ENSG00000142046,641649
19264,Q6UXU6,ENSG00000167105,162461
19265,Q12767,ENSG00000177728,9772
19266,Q3KNT9,ENSG00000182896,339168
19267,Q3KNT9,ENSG00000288511,339168
19268,Q9Y2Y6,ENSG00000006042,26022
19269,Q9NQ34,ENSG00000175348,56674
19270,P28289,ENSG00000136842,7111
19271,Q9NZR1,ENSG00000128872,29767
19272,Q9NYL9,ENSG00000138594,29766
19273,Q9NZQ9,ENSG00000163157,29765
19274,Q6ZT21,ENSG00000188167,643853
19275,O15393,ENSG00000184012,7113
19276,P57727,ENSG00000160183,64699
19277,Q9NRS4,ENSG00000137648,56649
19278,Q9H3S3,ENSG00000166682,80975
19279,Q8IU80,ENSG00000187045,164656
19280,Q7RTY8,ENSG00000176040,344805
19281,Q7Z410,ENSG00000178297,360200
19282,Q86WS5,ENSG00000186452,283471
19283,Q9BYE2,ENSG00000137747,84000
19284,Q8IUR5,ENSG00000133687,83857
19285,Q8N394,ENSG00000179104,160335
19286,Q6ZXV5,ENSG00000139324,160418
19287,Q5T4D3,ENSG00000125247,84899
19288,Q9BVT8,ENSG00000164897,83590
19289,Q71RG4,ENSG00000168591,79089
19290,Q9H3N1,ENSG00000139921,81542
19291,Q9Y320,ENSG00000213593,51075
19292,Q96JJ7,ENSG00000166479,54495
19293,Q9H1E5,ENSG00000125827,56255
19294,Q9Y275,ENSG00000102524,10673
19295,Q03169,ENSG00000185215,7127
19296,P21580,ENSG00000118503,7128
19297,O15417,ENSG00000182095,84629
19298,P50591,ENSG00000121858,8743
19299,O14788,ENSG00000120659,8600
19300,O43508,ENSG00000239697,407977
19301,O43508,ENSG00000239697,8742
19302,O75888,ENSG00000161955,8741
19303,O43557,ENSG00000125735,8740
19304,O95150,ENSG00000181634,9966
19305,Q9UNG2,ENSG00000120337,8995
19306,O95407,ENSG00000243509,8771
19307,P01375,ENSG00000204490,7124
19308,P01375,ENSG00000206439,7124
19309,P01375,ENSG00000228321,7124
19310,P01375,ENSG00000228849,7124
19311,P01375,ENSG00000230108,7124
19312,P01375,ENSG00000223952,7124
19313,P01375,ENSG00000232810,7124
19314,P01374,ENSG00000230279,4049
19315,P01374,ENSG00000226979,4049
19316,P01374,ENSG00000231408,4049
19317,Q06643,ENSG00000204487,4050
19318,Q06643,ENSG00000206437,4050
19319,Q06643,ENSG00000223448,4050
19320,Q06643,ENSG00000238114,4050
19321,Q06643,ENSG00000227507,4050
19322,Q06643,ENSG00000236925,4050
19323,Q06643,ENSG00000236237,4050
19324,Q06643,ENSG00000231314,4050
19325,P23510,ENSG00000117586,7292
19326,P48023,ENSG00000117560,356
19327,P32971,ENSG00000106952,944
19328,P41273,ENSG00000125657,8744
19329,Q6ICL3,ENSG00000183597,128989
19330,Q9C0B7,ENSG00000103047,79613
19331,Q59H18,ENSG00000116783,100526835
19332,Q59H18,ENSG00000116783,51086
19333,Q9UKE5,ENSG00000154310,23043
19334,Q15025,ENSG00000145901,10318
19335,Q8NFZ5,ENSG00000168884,79155
19336,Q96KP6,ENSG00000050730,79931
19337,Q13470,ENSG00000174292,8711
19338,Q13470,ENSG00000283781,8711
19339,O95271,ENSG00000173273,8658
19340,Q9H2K2,ENSG00000107854,80351
19341,Q9H2S6,ENSG00000000005,64102
19342,P63316,ENSG00000114854,7134
19343,P02585,ENSG00000101470,7125
19344,P19237,ENSG00000159173,7135
19345,P48788,ENSG00000130598,7136
19346,P48788,ENSG00000288219,7136
19347,P19429,ENSG00000129991,7137
19348,P13805,ENSG00000105048,7138
19349,P45379,ENSG00000118194,7139
19350,P45378,ENSG00000130595,7140
19351,P45378,ENSG00000288250,7140
19352,Q92973,ENSG00000083312,3842
19353,O14787,ENSG00000105576,30000
19354,Q9Y5L0,ENSG00000064419,23534
19355,Q9Y6Q6,ENSG00000141655,8792
19356,Q9NP84,ENSG00000006327,51330
19357,Q92956,ENSG00000157873,8764
19358,Q92956,ENSG00000273936,8764
19359,P08138,ENSG00000064300,4804
19360,Q02223,ENSG00000048462,608
19361,Q9Y5U5,ENSG00000186891,8784
19362,Q9NS68,ENSG00000127863,55504
19363,P19438,ENSG00000067182,7132
19364,P20333,ENSG00000028137,7133
19365,O75509,ENSG00000146072,27242
19366,Q93038,ENSG00000215788,8718
19367,Q9HAV5,ENSG00000131080,60401
19368,P36941,ENSG00000111321,4055
19369,P43489,ENSG00000186827,7293
19370,P25942,ENSG00000101017,958
19371,Q8NDV7,ENSG00000090905,27327
19372,Q8NDV7,ENSG00000288130,27327
19373,Q9UPQ9,ENSG00000100354,23112
19374,Q9HCJ0,ENSG00000078687,57690
19375,P25445,ENSG00000026103,355
19376,P28908,ENSG00000120949,943
19377,Q07011,ENSG00000049249,3604
19378,Q63HR2,ENSG00000111077,23371
19379,Q6UXN7,ENSG00000196860,387990
19380,Q8N6T0,ENSG00000173715,79703
19381,P50616,ENSG00000141232,10140
19382,Q14106,ENSG00000183864,10766
19383,Q96GM8,ENSG00000132773,114034
19384,Q5JTV8,ENSG00000143337,26092
19385,Q8NFQ8,ENSG00000169905,163590
19386,Q9H0E2,ENSG00000078902,54472
19387,O60784,ENSG00000100284,10043
19388,Q15388,ENSG00000173726,9804
19389,Q9NS69,ENSG00000100216,56993
19390,Q15785,ENSG00000025772,10953
19391,O96008,ENSG00000130204,10452
19392,Q8N4H5,ENSG00000175768,401505
19393,Q96B49,ENSG00000214736,100188893
19394,O94826,ENSG00000154174,9868
19395,Q9P0U1,ENSG00000196683,54543
19396,Q96HA7,ENSG00000160949,4796
19397,Q969P6,ENSG00000184428,116447
19398,P11387,ENSG00000198900,7150
19399,P11388,ENSG00000131747,7153
19400,Q02880,ENSG00000077097,7155
19401,Q13472,ENSG00000177302,7156
19402,Q13472,ENSG00000284238,7156
19403,O95985,ENSG00000100038,8940
19404,Q92547,ENSG00000163781,11073
19405,Q96KB5,ENSG00000168078,55872
19406,Q9NS56,ENSG00000197579,10210
19407,Q8N9V7,ENSG00000173769,375337
19408,O14656,ENSG00000136827,1861
19409,O14657,ENSG00000136816,27348
19410,Q5JU69,ENSG00000160404,27433
19411,Q8N2E6,ENSG00000160404,27433
19412,Q9H497,ENSG00000186283,64222
19413,Q9NXH8,ENSG00000198113,54863
19414,Q96NM4,ENSG00000124191,84969
19415,O15405,ENSG00000103460,27324
19416,O94842,ENSG00000092203,9878
19417,O94900,ENSG00000198846,9760
19418,Q93096,ENSG00000112245,7803
19419,Q12974,ENSG00000184007,8073
19420,O75365,ENSG00000184489,11156
19421,O75365,ENSG00000275575,11156
19422,Q8TEL6,ENSG00000100991,26133
19423,Q12888,ENSG00000067369,7158
19424,Q8WVP5,ENSG00000185361,126282
19425,Q6P589,ENSG00000163154,79626
19426,Q5GJ75,ENSG00000183578,388121
19427,P00750,ENSG00000104368,5327
19428,P0DKB5,ENSG00000261594,100507050
19429,Q13641,ENSG00000146242,7162
19430,Q13641,ENSG00000283085,7162
19431,P48553,ENSG00000160218,7109
19432,Q7Z392,ENSG00000168538,60684
19433,Q8WVT3,ENSG00000171853,51112
19434,A5PLN9,ENSG00000113597,80006
19435,Q8WVR3,ENSG00000146826,55262
19436,Q9ULQ1,ENSG00000186815,53373
19437,P0DI81,ENSG00000196459,6399
19438,P0DI82,ENSG00000256060,6399
19439,Q9UL33,ENSG00000167515,51693
19440,Q8NHX9,ENSG00000162341,219931
19441,Q5T215,ENSG00000173626,100128327
19442,O75865,ENSG00000007255,79090
19443,Q86SZ2,ENSG00000182400,122553
19444,Q9HC21,ENSG00000125454,60386
19445,P55327,ENSG00000076554,7163
19446,Q16890,ENSG00000111907,7164
19447,O43399,ENSG00000101150,7165
19448,Q96J77,ENSG00000170777,89882
19449,Q6ZTW0,ENSG00000141933,91978
19450,Q68CL5,ENSG00000134779,25941
19451,P17752,ENSG00000129167,7166
19452,Q8IWU9,ENSG00000139287,121278
19453,Q9HCN2,ENSG00000120471,63970
19454,P60174,ENSG00000111669,7167
19455,Q9H3S4,ENSG00000196511,27010
19456,P09493,ENSG00000140416,7168
19457,P07951,ENSG00000198467,7169
19458,P06753,ENSG00000143549,7170
19459,P67936,ENSG00000167460,7171
19460,P51580,ENSG00000137364,7172
19461,P40238,ENSG00000117400,4352
19462,P40225,ENSG00000090534,7066
19463,O14773,ENSG00000166340,1200
19464,P29144,ENSG00000134900,7174
19465,Q9Y5R8,ENSG00000170043,58485
19466,O43617,ENSG00000054116,27095
19467,Q9Y296,ENSG00000196655,51399
19468,Q9Y296,ENSG00000280495,51399
19469,Q8IUR0,ENSG00000181029,126003
19470,Q9Y2L5,ENSG00000153339,22878
19471,Q96Q05,ENSG00000167632,83696
19472,P59282,ENSG00000179636,122664
19473,Q9BW30,ENSG00000159713,51673
19474,O94811,ENSG00000171368,11076
19475,Q86W33,ENSG00000163870,131601
19476,Q6ZUI0,ENSG00000188001,285386
19477,Q5T0D9,ENSG00000158109,127262
19478,Q9Y3C4,ENSG00000144034,51002
19479,Q4KMQ1,ENSG00000176058,286262
19480,Q8N7U7,ENSG00000178928,284355
19481,P12270,ENSG00000047410,7175
19482,Q9BX59,ENSG00000139192,55080
19483,O15533,ENSG00000112493,6892
19484,O15533,ENSG00000206208,6892
19485,O15533,ENSG00000206281,6892
19486,O15533,ENSG00000236490,6892
19487,O15533,ENSG00000231925,6892
19488,O60507,ENSG00000169902,8460
19489,O60704,ENSG00000128294,8459
19490,Q6XPS3,ENSG00000132958,93492
19491,P56180,ENSG00000274391,7179
19492,Q9ULW0,ENSG00000088325,22974
19493,O00220,ENSG00000104689,8797
19494,O14763,ENSG00000120889,8795
19495,O14798,ENSG00000173535,8794
19496,Q9UBN6,ENSG00000173530,8793
19497,Q9UI30,ENSG00000173113,51504
19498,O00300,ENSG00000164761,4982
19499,O14836,ENSG00000240505,23495
19500,Q96RJ3,ENSG00000159958,115650
19501,Q9Y2W1,ENSG00000054118,9967
19502,Q969Z4,ENSG00000054967,84957
19503,Q8N609,ENSG00000174599,133022
19504,A6NCK2,ENSG00000144010,653192
19505,A6NDI0,ENSG00000182053,283116
19506,P0CI26,ENSG00000204449,642612
19507,C9J1S8,ENSG00000223417,399939
19508,C9J1S8,ENSG00000223417,729384
19509,C9J1S8,ENSG00000233802,399939
19510,C9J1S8,ENSG00000233802,729384
19511,A6NMA1,ENSG00000204025,100329135
19512,Q9BVS5,ENSG00000171103,55006
19513,A6NI03,ENSG00000189253,642446
19514,A6NLI5,ENSG00000214891,646754
19515,Q13595,ENSG00000164548,29896
19516,P62995,ENSG00000136527,6434
19517,Q9H4I3,ENSG00000170638,80305
19518,O14545,ENSG00000135148,10906
19519,Q15628,ENSG00000102871,8717
19520,Q13077,ENSG00000056558,7185
19521,Q12933,ENSG00000127191,7186
19522,Q13114,ENSG00000131323,7187
19523,Q9BUZ4,ENSG00000076604,9618
19524,O00463,ENSG00000082512,7188
19525,Q9Y4K3,ENSG00000175104,7189
19526,Q6Q0C0,ENSG00000131653,84231
19527,Q9BWF2,ENSG00000183763,10293
19528,Q9UPV9,ENSG00000182606,22906
19529,O60296,ENSG00000115993,66008
19530,Q15629,ENSG00000067167,23471
19531,Q15035,ENSG00000065308,9697
19532,Q12931,ENSG00000126602,10131
19533,Q6PIZ9,ENSG00000163519,50852
19534,P07204,ENSG00000178726,7056
19535,Q15633,ENSG00000139546,6895
19536,O14717,ENSG00000107614,1787
19537,Q13061,ENSG00000186439,10345
19538,O43280,ENSG00000118094,11181
19539,Q96PN7,ENSG00000124496,55809
19540,Q9NP99,ENSG00000124731,54210
19541,Q9NZC2,ENSG00000095970,54209
19542,Q9NSU2,ENSG00000213689,11277
19543,Q9BQ50,ENSG00000183479,11219
19544,P02787,ENSG00000091513,7018
19545,P02788,ENSG00000012223,4057
19546,P08582,ENSG00000163975,4241
19547,P34981,ENSG00000174417,7201
19548,Q9UKU6,ENSG00000072657,29953
19549,Q07283,ENSG00000159450,7062
19550,P20396,ENSG00000170893,7200
19551,Q9UDY6,ENSG00000137394,10107
19552,Q9UDY6,ENSG00000204613,10107
19553,Q9UDY6,ENSG00000227472,10107
19554,Q9UDY6,ENSG00000229381,10107
19555,Q9UDY6,ENSG00000237192,10107
19556,Q9UDY6,ENSG00000229346,10107
19557,Q9UDY6,ENSG00000235025,10107
19558,Q9UDY6,ENSG00000237703,10107
19559,Q96F44,ENSG00000154370,81559
19560,O60858,ENSG00000204977,10206
19561,Q14142,ENSG00000106785,9830
19562,Q9C019,ENSG00000137384,89870
19563,Q9C019,ENSG00000204610,89870
19564,Q9C019,ENSG00000235259,89870
19565,Q9C019,ENSG00000227147,89870
19566,Q9C019,ENSG00000235960,89870
19567,Q9C019,ENSG00000233599,89870
19568,Q9C019,ENSG00000235905,89870
19569,Q9C019,ENSG00000224145,89870
19570,O95361,ENSG00000221926,10626
19571,Q9Y577,ENSG00000162931,51127
19572,Q9Y577,ENSG00000285344,51127
19573,O15344,ENSG00000101871,4281
19574,Q8IYM9,ENSG00000132274,10346
19575,P36406,ENSG00000113595,373
19576,Q14258,ENSG00000121060,7706
19577,Q12899,ENSG00000137313,7726
19578,Q12899,ENSG00000231002,7726
19579,Q12899,ENSG00000234046,7726
19580,Q12899,ENSG00000228881,7726
19581,Q12899,ENSG00000231641,7726
19582,Q12899,ENSG00000226060,7726
19583,Q12899,ENSG00000230230,7726
19584,Q12899,ENSG00000234127,7726
19585,P14373,ENSG00000204713,5987
19586,P14373,ENSG00000215641,5987
19587,P14373,ENSG00000234495,5987
19588,P14373,ENSG00000237071,5987
19589,P14373,ENSG00000229006,5987
19590,Q14134,ENSG00000137699,23650
19591,Q9BZY9,ENSG00000137397,11074
19592,Q9BZY9,ENSG00000204616,11074
19593,Q9BZY9,ENSG00000233573,11074
19594,Q9BZY9,ENSG00000224168,11074
19595,Q9BZY9,ENSG00000223531,11074
19596,Q9BZY9,ENSG00000225130,11074
19597,Q13049,ENSG00000119401,22954
19598,Q9UPN9,ENSG00000197323,51592
19599,Q9BYJ4,ENSG00000258659,53840
19600,Q9UPQ4,ENSG00000104228,23087
19601,Q9NQ86,ENSG00000152503,55521
19602,O94972,ENSG00000108395,4591
19603,O00635,ENSG00000112343,10475
19604,Q9HCM9,ENSG00000204599,56658
19605,Q9HCM9,ENSG00000206495,56658
19606,Q9HCM9,ENSG00000224994,56658
19607,Q9HCM9,ENSG00000229929,56658
19608,Q9HCM9,ENSG00000230308,56658
19609,Q9HCM9,ENSG00000232839,56658
19610,Q9HCM9,ENSG00000226437,56658
19611,Q6P9F5,ENSG00000204614,135644
19612,Q6P9F5,ENSG00000172524,135644
19613,Q6P9F5,ENSG00000237046,135644
19614,Q6P9F5,ENSG00000228001,135644
19615,Q6P9F5,ENSG00000224496,135644
19616,Q8WV44,ENSG00000146063,90933
19617,Q8IWZ5,ENSG00000155890,287015
19618,Q96BQ3,ENSG00000144015,129868
19619,Q96DX7,ENSG00000166326,54765
19620,Q9H8W5,ENSG00000134253,80263
19621,Q7Z4K8,ENSG00000163462,80128
19622,Q96LD4,ENSG00000132481,91107
19623,Q8IWZ4,ENSG00000150244,79097
19624,P0CI25,ENSG00000168930,57093
19625,Q86XT4,ENSG00000146755,135892
19626,Q9BSJ1,ENSG00000124900,84767
19627,Q96A61,ENSG00000183718,84851
19628,Q9BYV2,ENSG00000138100,57159
19629,Q9BYV6,ENSG00000147573,84675
19630,Q9BRZ2,ENSG00000169871,81844
19631,Q8NG06,ENSG00000162722,25893
19632,Q8IWR1,ENSG00000213186,286827
19633,Q495X7,ENSG00000176979,166655
19634,Q5EBN2,ENSG00000183439,391712
19635,Q9BVG3,ENSG00000116525,55223
19636,Q969Q1,ENSG00000158022,84676
19637,A6NGJ6,ENSG00000204450,120146
19638,Q6PJ69,ENSG00000141569,201292
19639,Q6ZTA4,ENSG00000119283,440730
19640,Q6AZZ1,ENSG00000167333,55128
19641,Q86WT6,ENSG00000185880,140691
19642,Q86WT6,ENSG00000278211,140691
19643,Q6ZMU5,ENSG00000177238,493829
19644,Q86UV7,ENSG00000178809,375593
19645,Q86UV6,ENSG00000155428,378108
19646,I1YAP6,ENSG00000214414,390231
19647,O43715,ENSG00000170855,51499
19648,Q96RU8,ENSG00000173334,10221
19649,Q92519,ENSG00000071575,28951
19650,Q96RU7,ENSG00000101255,57761
